customer_id,event_date,event_name
2.0,2014-01-20 00:00:00,engagement_event
2.0,2014-01-24 00:00:00,engagement_event
2.0,2014-01-26 00:00:00,engagement_event
3.0,2014-01-08 00:00:00,engagement_event
3.0,2014-01-20 00:00:00,engagement_event
3.0,2014-01-25 00:00:00,engagement_event
4.0,2014-01-16 00:00:00,engagement_event
4.0,2014-01-23 00:00:00,engagement_event
4.0,2014-01-26 00:00:00,engagement_event
5.0,2014-01-25 00:00:00,engagement_event
5.0,2014-02-23 00:00:00,engagement_event
5.0,2014-02-24 00:00:00,engagement_event
5.0,2014-02-25 00:00:00,engagement_event
6.0,2014-01-04 00:00:00,engagement_event
6.0,2014-01-15 00:00:00,engagement_event
6.0,2014-01-28 00:00:00,engagement_event
6.0,2014-02-19 00:00:00,engagement_event
6.0,2014-02-27 00:00:00,engagement_event
7.0,2014-01-16 00:00:00,engagement_event
7.0,2014-01-21 00:00:00,engagement_event
7.0,2014-01-21 00:00:00,engagement_event
7.0,2014-01-21 00:00:00,engagement_event
7.0,2014-01-21 00:00:00,engagement_event
7.0,2014-01-23 00:00:00,engagement_event
7.0,2014-01-23 00:00:00,engagement_event
7.0,2014-01-27 00:00:00,engagement_event
7.0,2014-02-18 00:00:00,engagement_event
7.0,2014-02-24 00:00:00,engagement_event
7.0,2014-02-27 00:00:00,engagement_event
8.0,2014-01-24 00:00:00,engagement_event
8.0,2014-01-26 00:00:00,engagement_event
8.0,2014-02-24 00:00:00,engagement_event
8.0,2014-02-28 00:00:00,engagement_event
8.0,2014-03-21 00:00:00,engagement_event
8.0,2014-03-25 00:00:00,engagement_event
9.0,2014-01-23 00:00:00,engagement_event
9.0,2014-01-27 00:00:00,engagement_event
9.0,2014-02-24 00:00:00,engagement_event
9.0,2014-02-24 00:00:00,engagement_event
9.0,2014-02-26 00:00:00,engagement_event
9.0,2014-03-27 00:00:00,engagement_event
10.0,2014-01-22 00:00:00,engagement_event
10.0,2014-01-25 00:00:00,engagement_event
10.0,2014-02-27 00:00:00,engagement_event
10.0,2014-03-27 00:00:00,engagement_event
10.0,2014-04-25 00:00:00,engagement_event
11.0,2014-01-22 00:00:00,engagement_event
11.0,2014-01-23 00:00:00,engagement_event
11.0,2014-01-23 00:00:00,engagement_event
11.0,2014-01-28 00:00:00,engagement_event
11.0,2014-02-22 00:00:00,engagement_event
11.0,2014-02-27 00:00:00,engagement_event
11.0,2014-03-18 00:00:00,engagement_event
11.0,2014-03-23 00:00:00,engagement_event
11.0,2014-03-25 00:00:00,engagement_event
11.0,2014-04-16 00:00:00,engagement_event
11.0,2014-04-19 00:00:00,engagement_event
11.0,2014-04-20 00:00:00,engagement_event
11.0,2014-04-21 00:00:00,engagement_event
11.0,2014-04-25 00:00:00,engagement_event
11.0,2014-05-18 00:00:00,engagement_event
11.0,2014-05-25 00:00:00,engagement_event
12.0,2014-01-28 00:00:00,engagement_event
12.0,2014-02-28 00:00:00,engagement_event
12.0,2014-03-23 00:00:00,engagement_event
12.0,2014-03-27 00:00:00,engagement_event
12.0,2014-04-27 00:00:00,engagement_event
12.0,2014-05-27 00:00:00,engagement_event
13.0,2014-01-26 00:00:00,engagement_event
13.0,2014-02-28 00:00:00,engagement_event
13.0,2014-03-27 00:00:00,engagement_event
13.0,2014-04-24 00:00:00,engagement_event
13.0,2014-04-28 00:00:00,engagement_event
13.0,2014-05-24 00:00:00,engagement_event
13.0,2014-05-25 00:00:00,engagement_event
13.0,2014-06-27 00:00:00,engagement_event
14.0,2014-01-27 00:00:00,engagement_event
14.0,2014-02-26 00:00:00,engagement_event
14.0,2014-03-26 00:00:00,engagement_event
14.0,2014-04-25 00:00:00,engagement_event
14.0,2014-05-25 00:00:00,engagement_event
14.0,2014-06-26 00:00:00,engagement_event
14.0,2014-07-27 00:00:00,engagement_event
14.0,2014-08-26 00:00:00,engagement_event
15.0,2014-01-28 00:00:00,engagement_event
15.0,2014-02-27 00:00:00,engagement_event
15.0,2014-03-27 00:00:00,engagement_event
15.0,2014-04-27 00:00:00,engagement_event
15.0,2014-05-28 00:00:00,engagement_event
15.0,2014-06-28 00:00:00,engagement_event
15.0,2014-07-27 00:00:00,engagement_event
15.0,2014-08-28 00:00:00,engagement_event
15.0,2014-09-28 00:00:00,engagement_event
16.0,2014-01-27 00:00:00,engagement_event
16.0,2014-02-24 00:00:00,engagement_event
16.0,2014-02-24 00:00:00,engagement_event
16.0,2014-02-24 00:00:00,engagement_event
16.0,2014-02-25 00:00:00,engagement_event
16.0,2014-03-15 00:00:00,engagement_event
16.0,2014-03-16 00:00:00,engagement_event
16.0,2014-03-21 00:00:00,engagement_event
16.0,2014-03-23 00:00:00,engagement_event
16.0,2014-03-27 00:00:00,engagement_event
16.0,2014-04-23 00:00:00,engagement_event
16.0,2014-04-25 00:00:00,engagement_event
16.0,2014-05-23 00:00:00,engagement_event
16.0,2014-05-26 00:00:00,engagement_event
16.0,2014-06-19 00:00:00,engagement_event
16.0,2014-06-26 00:00:00,engagement_event
16.0,2014-07-20 00:00:00,engagement_event
16.0,2014-07-26 00:00:00,engagement_event
16.0,2014-08-16 00:00:00,engagement_event
16.0,2014-08-25 00:00:00,engagement_event
16.0,2014-09-25 00:00:00,engagement_event
16.0,2014-10-16 00:00:00,engagement_event
16.0,2014-10-20 00:00:00,engagement_event
16.0,2014-10-27 00:00:00,engagement_event
17.0,2014-01-15 00:00:00,engagement_event
17.0,2014-01-15 00:00:00,engagement_event
17.0,2014-01-28 00:00:00,engagement_event
17.0,2014-02-25 00:00:00,engagement_event
17.0,2014-03-09 00:00:00,engagement_event
17.0,2014-03-26 00:00:00,engagement_event
17.0,2014-04-17 00:00:00,engagement_event
17.0,2014-04-20 00:00:00,engagement_event
17.0,2014-04-26 00:00:00,engagement_event
17.0,2014-05-13 00:00:00,engagement_event
17.0,2014-05-13 00:00:00,engagement_event
17.0,2014-05-19 00:00:00,engagement_event
17.0,2014-05-22 00:00:00,engagement_event
17.0,2014-05-24 00:00:00,engagement_event
17.0,2014-05-25 00:00:00,engagement_event
17.0,2014-06-14 00:00:00,engagement_event
17.0,2014-06-17 00:00:00,engagement_event
17.0,2014-06-25 00:00:00,engagement_event
17.0,2014-07-14 00:00:00,engagement_event
17.0,2014-07-26 00:00:00,engagement_event
17.0,2014-08-12 00:00:00,engagement_event
17.0,2014-08-14 00:00:00,engagement_event
17.0,2014-08-24 00:00:00,engagement_event
17.0,2014-08-27 00:00:00,engagement_event
17.0,2014-09-10 00:00:00,engagement_event
17.0,2014-09-13 00:00:00,engagement_event
17.0,2014-09-21 00:00:00,engagement_event
17.0,2014-09-24 00:00:00,engagement_event
17.0,2014-09-26 00:00:00,engagement_event
17.0,2014-10-16 00:00:00,engagement_event
17.0,2014-10-19 00:00:00,engagement_event
17.0,2014-10-22 00:00:00,engagement_event
17.0,2014-10-26 00:00:00,engagement_event
18.0,2014-01-25 00:00:00,engagement_event
18.0,2014-02-22 00:00:00,engagement_event
18.0,2014-02-22 00:00:00,engagement_event
18.0,2014-02-22 00:00:00,engagement_event
18.0,2014-02-26 00:00:00,engagement_event
18.0,2014-03-19 00:00:00,engagement_event
18.0,2014-03-25 00:00:00,engagement_event
18.0,2014-04-22 00:00:00,engagement_event
18.0,2014-04-25 00:00:00,engagement_event
18.0,2014-05-23 00:00:00,engagement_event
18.0,2014-05-26 00:00:00,engagement_event
18.0,2014-06-23 00:00:00,engagement_event
18.0,2014-06-26 00:00:00,engagement_event
18.0,2014-07-26 00:00:00,engagement_event
18.0,2014-08-19 00:00:00,engagement_event
18.0,2014-08-20 00:00:00,engagement_event
18.0,2014-08-22 00:00:00,engagement_event
18.0,2014-08-26 00:00:00,engagement_event
18.0,2014-09-23 00:00:00,engagement_event
18.0,2014-09-27 00:00:00,engagement_event
18.0,2014-10-22 00:00:00,engagement_event
18.0,2014-10-26 00:00:00,engagement_event
19.0,2014-01-26 00:00:00,engagement_event
19.0,2014-02-26 00:00:00,engagement_event
19.0,2014-03-25 00:00:00,engagement_event
19.0,2014-04-25 00:00:00,engagement_event
19.0,2014-05-27 00:00:00,engagement_event
19.0,2014-06-25 00:00:00,engagement_event
19.0,2014-07-26 00:00:00,engagement_event
19.0,2014-08-25 00:00:00,engagement_event
19.0,2014-09-24 00:00:00,engagement_event
19.0,2014-09-27 00:00:00,engagement_event
19.0,2014-10-24 00:00:00,engagement_event
19.0,2014-10-27 00:00:00,engagement_event
20.0,2014-01-22 00:00:00,engagement_event
20.0,2014-01-27 00:00:00,engagement_event
20.0,2014-02-27 00:00:00,engagement_event
20.0,2014-03-22 00:00:00,engagement_event
20.0,2014-03-26 00:00:00,engagement_event
20.0,2014-04-21 00:00:00,engagement_event
20.0,2014-04-25 00:00:00,engagement_event
20.0,2014-05-27 00:00:00,engagement_event
20.0,2014-06-25 00:00:00,engagement_event
20.0,2014-07-27 00:00:00,engagement_event
20.0,2014-08-23 00:00:00,engagement_event
20.0,2014-08-23 00:00:00,engagement_event
20.0,2014-08-26 00:00:00,engagement_event
20.0,2014-09-25 00:00:00,engagement_event
20.0,2014-10-26 00:00:00,engagement_event
21.0,2014-01-26 00:00:00,engagement_event
21.0,2014-02-22 00:00:00,engagement_event
21.0,2014-02-25 00:00:00,engagement_event
21.0,2014-03-19 00:00:00,engagement_event
21.0,2014-03-24 00:00:00,engagement_event
21.0,2014-03-28 00:00:00,engagement_event
21.0,2014-04-05 00:00:00,engagement_event
21.0,2014-04-21 00:00:00,engagement_event
21.0,2014-04-27 00:00:00,engagement_event
21.0,2014-05-23 00:00:00,engagement_event
21.0,2014-05-27 00:00:00,engagement_event
21.0,2014-06-18 00:00:00,engagement_event
21.0,2014-06-24 00:00:00,engagement_event
21.0,2014-06-27 00:00:00,engagement_event
21.0,2014-07-18 00:00:00,engagement_event
21.0,2014-07-22 00:00:00,engagement_event
21.0,2014-07-23 00:00:00,engagement_event
21.0,2014-07-25 00:00:00,engagement_event
21.0,2014-08-08 00:00:00,engagement_event
21.0,2014-08-17 00:00:00,engagement_event
21.0,2014-08-28 00:00:00,engagement_event
21.0,2014-09-25 00:00:00,engagement_event
21.0,2014-10-18 00:00:00,engagement_event
21.0,2014-10-22 00:00:00,engagement_event
21.0,2014-10-24 00:00:00,engagement_event
21.0,2014-10-26 00:00:00,engagement_event
22.0,2014-01-19 00:00:00,engagement_event
22.0,2014-01-23 00:00:00,engagement_event
22.0,2014-01-27 00:00:00,engagement_event
22.0,2014-02-24 00:00:00,engagement_event
22.0,2014-02-28 00:00:00,engagement_event
22.0,2014-03-24 00:00:00,engagement_event
22.0,2014-03-28 00:00:00,engagement_event
22.0,2014-04-25 00:00:00,engagement_event
22.0,2014-05-20 00:00:00,engagement_event
22.0,2014-05-23 00:00:00,engagement_event
22.0,2014-05-25 00:00:00,engagement_event
22.0,2014-06-27 00:00:00,engagement_event
22.0,2014-07-24 00:00:00,engagement_event
22.0,2014-07-27 00:00:00,engagement_event
22.0,2014-08-21 00:00:00,engagement_event
22.0,2014-08-21 00:00:00,engagement_event
22.0,2014-08-26 00:00:00,engagement_event
22.0,2014-09-26 00:00:00,engagement_event
22.0,2014-10-27 00:00:00,engagement_event
23.0,2014-01-21 00:00:00,engagement_event
23.0,2014-01-21 00:00:00,engagement_event
23.0,2014-01-23 00:00:00,engagement_event
23.0,2014-01-24 00:00:00,engagement_event
23.0,2014-01-26 00:00:00,engagement_event
23.0,2014-02-24 00:00:00,engagement_event
23.0,2014-02-27 00:00:00,engagement_event
23.0,2014-03-16 00:00:00,engagement_event
23.0,2014-03-19 00:00:00,engagement_event
23.0,2014-03-26 00:00:00,engagement_event
23.0,2014-04-27 00:00:00,engagement_event
23.0,2014-05-28 00:00:00,engagement_event
23.0,2014-06-05 00:00:00,engagement_event
23.0,2014-06-07 00:00:00,engagement_event
23.0,2014-06-23 00:00:00,engagement_event
23.0,2014-06-27 00:00:00,engagement_event
23.0,2014-07-19 00:00:00,engagement_event
23.0,2014-07-26 00:00:00,engagement_event
23.0,2014-08-08 00:00:00,engagement_event
23.0,2014-08-17 00:00:00,engagement_event
23.0,2014-08-21 00:00:00,engagement_event
23.0,2014-08-26 00:00:00,engagement_event
23.0,2014-09-05 00:00:00,engagement_event
23.0,2014-09-27 00:00:00,engagement_event
23.0,2014-10-16 00:00:00,engagement_event
23.0,2014-10-17 00:00:00,engagement_event
23.0,2014-10-26 00:00:00,engagement_event
24.0,2014-01-16 00:00:00,engagement_event
24.0,2014-01-25 00:00:00,engagement_event
24.0,2014-02-17 00:00:00,engagement_event
24.0,2014-02-24 00:00:00,engagement_event
